iso3,year,anaemia_children_pct,anaemia_children_pct_year,anaemia_pregnant_women_pct,anaemia_pregnant_women_pct_year,anaemia_women_repro_pct,anaemia_women_repro_pct_year,stunting_pct_who,stunting_pct_who_year,wasting_pct,wasting_pct_year,tb_incidence_per100k,tb_incidence_per100k_year,hiv_prevalence_pct,hiv_prevalence_pct_year,malaria_incidence_per1000,malaria_incidence_per1000_year,low_birthweight_pct,low_birthweight_pct_year,preterm_birth_rate_pct,preterm_birth_rate_pct_year,anc4_coverage_pct,anc4_coverage_pct_year,mcv1_coverage_pct,mcv1_coverage_pct_year,mcv2_coverage_pct,mcv2_coverage_pct_year,dtp3_coverage_pct,dtp3_coverage_pct_year,pcv3_coverage_pct,pcv3_coverage_pct_year,rotac_coverage_pct,rotac_coverage_pct_year,ors_coverage_pct,ors_coverage_pct_year,measles_reported_cases,measles_reported_cases_year,u5_mortality_per1000,u5_mortality_per1000_year,neonatal_mortality_per1000,neonatal_mortality_per1000_year,maternal_mortality_per100k,maternal_mortality_per100k_year,hci_score,hci_score_year,hci_learning_years,hci_learning_years_year,gdp_per_capita_ppp,gdp_per_capita_ppp_year,severe_food_insecurity_pct,severe_food_insecurity_pct_year,food_insecurity_mod_sev_pct,food_insecurity_mod_sev_pct_year,stunting_pct,stunting_pct_year,underweight_pct,underweight_pct_year,vitamin_a_deficiency_pct,vitamin_a_deficiency_pct_year,zinc_deficiency_pct,zinc_deficiency_pct_year,iron_deficiency_pct,iron_deficiency_pct_year,iodine_deficiency_pct,iodine_deficiency_pct_year,wheat_flour_legislation,maize_flour_legislation,lsff_any_mandatory,lsff_any_program,lsff_coverage_proxy_pct,who_region,who_region_code,country_name,region,income_level,folate_deficiency_pct,iron_intake_mg_per_day,iron_intake_inadequate_pct,folate_intake_ug_per_day,folate_intake_inadequate_pct,vita_intake_ug_per_day,vita_intake_inadequate_pct,mdd_w_pct,mdd_c_pct,iron_deficiency_pct_source,vitamin_a_deficiency_pct_source
KNA,2023,20.4,2019.0,18.2,2019.0,19.3,2023.0,,,,,2.1,2023.0,0.8,2023.0,,,,,,,59.0,2023.0,95.0,2023.0,94.0,2023.0,96.0,2023.0,0.0,2023.0,0.0,2023.0,,,0.0,2023.0,16.4,2023.0,10.3,2023.0,74.0,2023.0,0.586181640625,2020.0,8.47775077819824,2020.0,30616.577281386,2023.0,8.1,2020.0,21.1,2020.0,,,,,0.41746276461929,2021.0,,,20.81433816337997,2021.0,,,,,,,,Americas,AMR,St. Kitts and Nevis,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BRA,2023,11.6,2019.0,19.1,2019.0,23.1,2023.0,8.7,2023.0,3.4,2019.0,49.0,2023.0,0.7,2023.0,3.813696312,2023.0,8.7,2020.0,11.14525,2020.0,93.76962535,2023.0,87.0,2023.0,64.0,2023.0,90.0,2023.0,74.0,2023.0,84.0,2023.0,43.6,1996.0,0.0,2023.0,14.4,2023.0,7.6,2023.0,67.0,2023.0,0.551497936248779,2020.0,7.87283945083618,2020.0,19079.8122132253,2023.0,3.4,2023.0,13.5,2023.0,8.0,2019.0,3.5,2019.0,14.2894983781468,2021.0,7.3,2005.0,30.71025204852879,2021.0,,,mandatory,mandatory,True,True,75.0,Americas,AMR,Brazil,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SLV,2023,24.6,2019.0,15.9,2019.0,14.4,2023.0,9.7,2023.0,2.9,2021.0,86.0,2023.0,0.4,2023.0,0.0,2023.0,10.2,2020.0,7.99218,2020.0,87.2,2021.0,99.0,2023.0,71.0,2023.0,96.0,2023.0,99.0,2023.0,98.0,2023.0,69.8,2014.0,0.0,2023.0,10.4,2023.0,4.5,2023.0,39.0,2023.0,0.546176612377167,2020.0,7.63728857040405,2020.0,11424.6459176917,2023.0,15.4,2023.0,45.5,2023.0,10.0,2021.0,5.0,2021.0,1.66142139369818,2021.0,28.0,2005.0,16.861416625992558,2021.0,,,mandatory,mandatory,True,True,75.0,Americas,AMR,El Salvador,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CZE,2023,18.7,2019.0,22.7,2019.0,24.6,2023.0,2.4,2023.0,4.5,2001.0,4.9,2023.0,,,,,7.6,2020.0,6.88527,2020.0,90.3,2021.0,87.0,2023.0,87.0,2023.0,90.0,2023.0,0.0,2023.0,0.0,2023.0,,,1.0,2023.0,2.6,2023.0,1.4,2023.0,3.0,2023.0,0.752257406711578,2020.0,11.1165237426758,2020.0,47558.4106763314,2023.0,1.8,2023.0,10.0,2023.0,,,,,6.064141980358,2021.0,11.0,2005.0,22.92631844850298,2021.0,,,,,,,,Europe,EUR,Czechia,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ARG,2023,19.0,2019.0,20.6,2019.0,24.4,2023.0,10.2,2023.0,1.7,2018.0,39.0,2023.0,0.4,2023.0,0.0,2023.0,7.4,2020.0,8.86104,2020.0,75.3,2022.0,80.0,2023.0,54.0,2023.0,66.0,2023.0,71.0,2023.0,68.0,2023.0,17.5,2012.0,0.0,2023.0,9.7,2023.0,5.4,2023.0,33.0,2023.0,0.602144718170166,2020.0,8.41131019592285,2020.0,27230.3968496682,2023.0,12.3,2023.0,33.8,2023.0,8.7,2018.0,2.0,2018.0,14.006343757109049,2021.0,2.3,2005.0,36.88739829487939,2021.0,,,mandatory,no_program,True,True,75.0,Americas,AMR,Argentina,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SEN,2023,67.9,2019.0,56.1,2019.0,43.1,2023.0,17.2,2023.0,10.2,2023.0,133.0,2023.0,0.3,2023.0,34.68756564,2023.0,17.2,2020.0,,,68.4,2023.0,87.0,2023.0,74.0,2023.0,92.0,2023.0,92.0,2023.0,83.0,2023.0,31.6,2015.0,564.0,2023.0,38.2,2023.0,21.7,2023.0,237.0,2023.0,0.420110791921616,2020.0,4.83831882476807,2020.0,4304.76148720232,2023.0,4.0,2023.0,29.1,2023.0,17.5,2023.0,16.2,2023.0,0.75068664383055,2021.0,24.6,2005.0,17.468884144684647,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Senegal,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TKM,2023,33.1,2019.0,27.7,2019.0,34.7,2023.0,6.6,2023.0,4.1,2019.0,41.0,2023.0,,,0.0,2020.0,4.3,2020.0,,,97.6,2019.0,99.0,2023.0,99.0,2023.0,98.0,2023.0,99.0,2023.0,98.0,2023.0,47.1,2016.0,0.0,2023.0,40.2,2023.0,22.8,2023.0,5.0,2023.0,,,,,17866.4041809169,2023.0,,,,,7.2,2019.0,3.1,2019.0,4.6889011476397,2021.0,5.2,2005.0,34.65636209923254,2021.0,,,mandatory,no_program,True,True,75.0,Europe,EUR,Turkmenistan,Europe & Central Asia,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SDN,2023,50.8,2019.0,36.8,2019.0,38.0,2023.0,33.7,2023.0,16.3,2014.0,50.0,2023.0,0.2,2023.0,97.57329677,2023.0,,,,,51.7,2019.0,51.0,2023.0,38.0,2023.0,51.0,2023.0,52.0,2023.0,39.0,2023.0,19.6,2014.0,1377.0,2023.0,63.1,2023.0,24.2,2023.0,256.0,2023.0,0.377445191144943,2020.0,4.30143785476685,2020.0,2181.0791015625,2023.0,,,,,,,,,4.99172421101622,2021.0,7.4,2005.0,35.76465098950225,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Sudan,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SAU,2023,21.8,2019.0,27.3,2019.0,17.4,2023.0,9.9,2023.0,3.9,2020.0,8.4,2023.0,0.1,2023.0,0.0,2023.0,,,,,88.8,2023.0,97.0,2023.0,96.0,2023.0,97.0,2023.0,97.0,2023.0,97.0,2023.0,,,2254.0,2023.0,6.2,2023.0,3.0,2023.0,7.0,2023.0,0.576390504837036,2020.0,7.88817739486694,2020.0,64481.8441927288,2023.0,,,,,10.8,2020.0,3.5,2020.0,0.39774268248704,2021.0,19.2,2005.0,16.03857762382346,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
VNM,2023,22.9,2019.0,28.4,2019.0,20.5,2023.0,18.4,2023.0,4.4,2023.0,185.0,2023.0,0.4,2023.0,0.005043372,2023.0,6.3,2020.0,8.59025,2020.0,88.2,2021.0,82.0,2023.0,86.0,2023.0,65.0,2023.0,0.0,2023.0,0.0,2023.0,50.9,2014.0,43.0,2023.0,17.8,2023.0,9.1,2023.0,48.0,2023.0,0.689964532852173,2020.0,10.6805419921875,2020.0,13545.9346616752,2023.0,2.2,2023.0,10.7,2023.0,18.2,2023.0,9.7,2023.0,18.94176334795785,2021.0,10.7,2005.0,45.46856163352672,2021.0,,,voluntary,no_program,False,True,20.0,Western Pacific,WPR,Viet Nam,East Asia & Pacific,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SLE,2023,73.4,2019.0,54.4,2019.0,44.6,2023.0,25.1,2023.0,6.3,2021.0,380.0,2023.0,1.4,2023.0,284.0818617,2023.0,10.3,2020.0,,,78.8,2019.0,90.0,2023.0,73.0,2023.0,91.0,2023.0,93.0,2023.0,88.0,2023.0,85.1,2013.0,645.0,2023.0,93.8,2023.0,28.8,2023.0,354.0,2023.0,0.36270210146904,2020.0,4.85470771789551,2020.0,3034.94608285625,2023.0,33.7,2023.0,89.8,2023.0,26.3,2021.0,12.0,2021.0,3.0960025271458003,2021.0,27.2,2005.0,12.62139767420597,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Sierra Leone,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CUW,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2019.0,,,,,,,,,,,27617.9204919042,2023.0,,,,,,,,,,,,,,,,,,,,,,,,Curacao,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ARE,2023,20.4,2019.0,23.7,2019.0,28.2,2023.0,,,,,0.76,2023.0,0.1,2023.0,0.0,2023.0,13.9,2020.0,,,98.6,2021.0,98.0,2023.0,94.0,2023.0,96.0,2023.0,94.0,2023.0,91.0,2023.0,,,484.0,2023.0,5.0,2023.0,2.5,2023.0,3.0,2023.0,0.673011898994446,2020.0,9.64599704742432,2020.0,70239.8552855072,2023.0,0.9,2023.0,3.6,2023.0,,,,,21.29618344796858,2021.0,20.8,2005.0,36.18860927095857,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SLB,2023,38.1,2019.0,49.3,2019.0,34.8,2023.0,27.7,2023.0,8.5,2015.0,97.0,2023.0,0.1,2023.0,240.8242372,2023.0,13.2,2020.0,,,65.4,2020.0,68.0,2023.0,48.0,2023.0,84.0,2023.0,81.0,2023.0,81.0,2023.0,36.6,2015.0,0.0,2023.0,20.6,2023.0,8.3,2023.0,123.0,2023.0,0.419872611761093,2020.0,4.67510604858398,2020.0,2339.57493302805,2023.0,,,,,31.7,2015.0,16.2,2015.0,,,23.8,2005.0,,,,,,,,,,Western Pacific,WPR,Solomon Islands,East Asia & Pacific,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CUB,2023,18.1,2019.0,22.1,2019.0,22.2,2023.0,6.5,2023.0,2.0,2019.0,8.1,2023.0,0.6,2023.0,,,7.1,2020.0,5.97984,2020.0,79.3,2019.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,0.0,2023.0,0.0,2023.0,60.9,2014.0,0.0,2023.0,8.2,2023.0,4.2,2023.0,35.0,2023.0,,,,,,,,,,,7.1,2019.0,2.4,2019.0,2.02354830763355,2021.0,20.2,2005.0,20.48243764894298,2021.0,,,mandatory,no_program,True,True,75.0,Americas,AMR,Cuba,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CYM,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2023.0,,,,,,,,,,,79675.8568481808,2023.0,,,,,,,,,,,,,,,,,,,,,,,,Cayman Islands,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SGP,2023,13.5,2019.0,17.5,2019.0,16.9,2023.0,2.8,2023.0,3.6,2000.0,41.0,2023.0,0.1,2023.0,,,11.0,2020.0,8.18709,2020.0,97.4,2019.0,97.0,2023.0,92.0,2023.0,98.0,2023.0,93.0,2023.0,0.0,2023.0,,,152.0,2019.0,2.6,2023.0,1.1,2023.0,6.0,2023.0,0.879125714302063,2020.0,12.813289642334,2020.0,129555.245509242,2023.0,3.5,2023.0,9.5,2023.0,,,,,2.63409723374555,2021.0,15.4,2005.0,27.35365253460437,2021.0,,,,,,,,Western Pacific,WPR,Singapore,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CYP,2023,14.5,2019.0,18.5,2019.0,16.4,2023.0,,,,,7.2,2023.0,,,,,,,,,,,82.0,2023.0,80.0,2023.0,95.0,2023.0,74.0,2023.0,0.0,2023.0,,,0.0,2023.0,4.6,2023.0,2.5,2023.0,14.0,2023.0,0.755520224571228,2020.0,10.9170904159546,2020.0,51453.7265625,2023.0,0.0,2023.0,1.4,2023.0,,,,,3.47380685431336,2021.0,6.1,2005.0,23.36111328249124,2021.0,,,,,,,,Europe,EUR,Cyprus,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ZMB,2023,55.1,2019.0,39.3,2019.0,36.7,2023.0,29.1,2023.0,4.2,2018.0,283.0,2023.0,9.8,2023.0,252.0788372,2023.0,11.2,2020.0,7.66388,2020.0,63.5,2019.0,83.0,2023.0,70.0,2023.0,90.0,2023.0,87.0,2023.0,58.0,2023.0,64.1,2014.0,5653.0,2023.0,49.1,2023.0,21.5,2023.0,85.0,2023.0,0.396927535533905,2020.0,5.03629302978516,2020.0,3673.4841969922,2023.0,17.2,2023.0,45.3,2023.0,34.6,2018.0,11.8,2018.0,6.870032346592369,2021.0,44.9,2005.0,44.13854461721524,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Zambia,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
DEU,2023,15.1,2019.0,16.5,2019.0,15.4,2023.0,1.9,2023.0,0.5,2016.0,5.6,2023.0,0.2,2023.0,,,6.7,2020.0,8.35958,2020.0,,,96.0,2023.0,91.0,2023.0,89.0,2023.0,74.0,2023.0,69.0,2023.0,,,79.0,2023.0,3.7,2023.0,2.3,2023.0,4.0,2023.0,0.751162469387054,2020.0,11.0330896377563,2020.0,63039.3719696432,2023.0,1.2,2023.0,4.1,2023.0,1.3,2016.0,0.6,2016.0,0.70678884097034,2021.0,9.0,2005.0,24.15562507164995,2021.0,,,no_program,no_program,False,False,0.0,Europe,EUR,Germany,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TLS,2023,46.3,2019.0,38.0,2019.0,29.7,2023.0,46.7,2023.0,8.3,2020.0,455.0,2023.0,0.2,2023.0,0.0,2023.0,18.2,2020.0,,,76.7,2016.0,72.0,2023.0,72.0,2023.0,83.0,2023.0,56.0,2023.0,76.0,2023.0,71.0,2010.0,7.0,2023.0,49.2,2023.0,22.1,2023.0,192.0,2023.0,0.454314529895783,2020.0,6.29272079467773,2020.0,4331.07806144305,2023.0,8.9,2021.0,53.7,2021.0,46.7,2020.0,31.9,2020.0,12.65622319072717,2021.0,16.9,2005.0,44.04461795040435,2021.0,,,,,,,,South-East Asia,SEAR,Timor-Leste,East Asia & Pacific,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
QAT,2023,22.4,2019.0,26.7,2019.0,23.6,2023.0,5.4,2023.0,1.6,2023.0,40.0,2023.0,0.1,2023.0,,,10.0,2020.0,6.85681,2020.0,98.0,2023.0,99.0,2023.0,99.0,2023.0,95.0,2023.0,97.0,2023.0,96.0,2023.0,,,127.0,2023.0,6.0,2023.0,3.9,2023.0,4.0,2023.0,0.637771606445313,2020.0,8.77822017669678,2020.0,116563.992526162,2023.0,,,,,6.2,2023.0,2.3,2023.0,5.43872384757682,2021.0,33.4,2005.0,20.40465075529834,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ATG,2023,17.2,2019.0,19.4,2019.0,25.2,2023.0,,,,,1.1,2023.0,,,,,15.4,2020.0,,,75.0,2022.0,94.0,2023.0,87.0,2023.0,97.0,2023.0,0.0,2023.0,0.0,2023.0,,,0.0,2023.0,9.3,2023.0,5.4,2023.0,35.0,2023.0,0.595703899860382,2020.0,8.44442176818848,2020.0,28474.0444178181,2023.0,3.4,2023.0,13.5,2023.0,,,,,,,6.8,2005.0,,,,,,,,,,Americas,AMR,Antigua and Barbuda,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PSE,2023,,,33.5,2019.0,31.9,2023.0,7.4,2023.0,1.3,2020.0,0.4,2023.0,,,,,10.4,2020.0,13.15478,2020.0,94.8,2020.0,89.0,2023.0,89.0,2023.0,88.0,2023.0,87.0,2023.0,83.0,2023.0,,,3.0,2023.0,41.9,2023.0,9.2,2023.0,16.0,2023.0,0.579996645450592,2020.0,8.04729080200195,2020.0,5361.13098084938,2023.0,6.3,2023.0,27.0,2023.0,8.7,2020.0,2.1,2020.0,24.50114743370041,2021.0,15.3,2005.0,37.21347033438402,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PRY,2023,27.9,2019.0,25.4,2019.0,27.8,2023.0,3.0,2023.0,1.0,2016.0,76.0,2023.0,0.5,2023.0,0.0,2023.0,10.0,2020.0,7.80592,2020.0,82.1,2023.0,83.0,2023.0,57.0,2023.0,71.0,2023.0,77.0,2023.0,76.0,2023.0,28.2,2016.0,0.0,2023.0,16.9,2023.0,8.9,2023.0,58.0,2023.0,0.528180062770844,2020.0,6.97648620605469,2020.0,15826.087501295,2023.0,6.6,2022.0,26.2,2022.0,5.6,2016.0,1.3,2016.0,3.42114896301618,2021.0,8.9,2005.0,28.558489755983167,2021.0,,,mandatory,no_program,True,True,75.0,Americas,AMR,Paraguay,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PYF,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French Polynesia,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
RWA,2023,37.9,2019.0,23.5,2019.0,16.1,2023.0,30.1,2023.0,1.1,2020.0,62.0,2023.0,2.2,2023.0,53.64373899,2023.0,9.4,2020.0,9.34918,2020.0,47.2,2020.0,96.0,2023.0,88.0,2023.0,94.0,2023.0,94.0,2023.0,94.0,2023.0,27.5,2015.0,108.0,2023.0,38.8,2023.0,17.6,2023.0,229.0,2023.0,0.379552751779556,2020.0,3.92577123641968,2020.0,3062.99909649442,2023.0,,,,,33.1,2020.0,7.7,2020.0,10.03467694927573,2021.0,34.9,2005.0,29.646838758242012,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Rwanda,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
RUS,2023,21.9,2019.0,23.4,2019.0,24.8,2023.0,,,3.3,2005.0,38.0,2023.0,,,,,7.3,2020.0,5.99619,2020.0,88.0,2017.0,97.0,2023.0,95.0,2023.0,97.0,2023.0,93.0,2023.0,0.0,2023.0,,,13083.0,2023.0,5.3,2023.0,2.2,2023.0,9.0,2023.0,0.681419610977173,2020.0,10.8980865478516,2020.0,39887.33984375,2023.0,0.0,2023.0,2.8,2023.0,,,,,10.20823639892477,2021.0,8.3,2005.0,6.93338195497704,2021.0,,,,,,,,Europe,EUR,Russian Federation,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
VUT,2023,31.0,2019.0,27.7,2019.0,32.3,2023.0,30.6,2023.0,4.7,2013.0,45.0,2023.0,0.1,2023.0,17.93962698,2023.0,13.1,2020.0,,,65.0,2023.0,70.0,2023.0,21.0,2023.0,72.0,2023.0,63.0,2023.0,73.0,2023.0,47.6,2013.0,0.0,2023.0,17.5,2023.0,9.2,2023.0,100.0,2023.0,0.454658538103104,2020.0,5.62425851821899,2020.0,3214.70244012121,2023.0,2.4,2020.0,23.3,2020.0,,,,,15.24763114795927,2021.0,12.9,2005.0,47.301545120232355,2021.0,,,,,,,,Western Pacific,WPR,Vanuatu,East Asia & Pacific,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ARM,2023,19.6,2019.0,18.1,2019.0,18.7,2023.0,6.0,2023.0,4.4,2016.0,21.0,2023.0,0.4,2023.0,0.0,2023.0,8.3,2020.0,7.67753,2020.0,96.0,2016.0,96.0,2023.0,96.0,2023.0,94.0,2023.0,94.0,2023.0,93.0,2023.0,36.9,2016.0,554.0,2023.0,10.0,2023.0,5.3,2023.0,19.0,2023.0,0.578998804092407,2020.0,7.99462080001831,2020.0,19402.7510915578,2023.0,0.0,2023.0,7.8,2023.0,9.4,2016.0,2.6,2016.0,3.4616666991263605,2021.0,16.3,2005.0,23.36712846751158,2021.0,,,mandatory,no_program,True,True,75.0,Europe,EUR,Armenia,Europe & Central Asia,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ROU,2023,27.1,2019.0,25.3,2019.0,24.3,2023.0,6.5,2023.0,3.5,2002.0,62.0,2023.0,0.2,2023.0,,,8.8,2020.0,8.45114,2020.0,76.0,2004.0,78.0,2023.0,62.0,2023.0,79.0,2023.0,78.0,2023.0,0.0,2023.0,,,3677.0,2023.0,6.9,2023.0,3.4,2023.0,12.0,2023.0,0.584187865257263,2020.0,8.36918926239014,2020.0,40116.8555054263,2023.0,7.0,2023.0,18.6,2023.0,,,,,7.953785795799451,2021.0,7.5,2005.0,20.15385713298645,2021.0,,,voluntary,no_program,False,True,20.0,Europe,EUR,Romania,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
COK,2023,27.0,2019.0,32.8,2019.0,24.8,2023.0,,,,,28.0,2023.0,,,,,10.3,2020.0,,,,,84.0,2023.0,77.0,2023.0,86.0,2023.0,77.0,2023.0,60.0,2023.0,,,0.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Pacific,WPR,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SYC,2023,30.6,2019.0,27.5,2019.0,25.7,2023.0,5.4,2023.0,4.3,2012.0,18.0,2023.0,,,,,12.5,2020.0,,,99.9,2023.0,93.0,2023.0,89.0,2023.0,97.0,2023.0,97.0,2023.0,98.0,2023.0,,,0.0,2023.0,14.3,2023.0,8.5,2023.0,42.0,2023.0,0.632779061794281,2020.0,9.70082473754883,2020.0,28635.3563581744,2023.0,3.2,2017.0,14.3,2017.0,,,,,,,13.2,2005.0,,,,,no_program,no_program,False,False,0.0,Africa,AFR,Seychelles,Sub-Saharan Africa ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
THA,2023,24.9,2019.0,32.2,2019.0,23.8,2023.0,13.1,2023.0,7.2,2022.0,149.0,2023.0,1.1,2023.0,0.67388129,2023.0,10.3,2020.0,7.26937,2020.0,88.3,2022.0,93.0,2023.0,87.0,2023.0,92.0,2023.0,0.0,2023.0,75.0,2023.0,72.5,2016.0,64.0,2023.0,9.2,2023.0,5.3,2023.0,34.0,2023.0,0.609310984611511,2020.0,8.68309020996094,2020.0,21191.4540309274,2023.0,0.8,2023.0,5.4,2023.0,12.4,2022.0,6.7,2022.0,3.08701638561043,2021.0,20.4,2005.0,37.32803653645828,2021.0,,,voluntary,no_program,False,True,20.0,South-East Asia,SEAR,Thailand,East Asia & Pacific,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
AFG,2023,44.9,2019.0,36.5,2019.0,45.4,2023.0,41.0,2023.0,3.6,2022.0,204.0,2023.0,0.1,2023.0,13.25697218,2023.0,,,,,33.4,2023.0,55.0,2023.0,42.0,2023.0,60.0,2023.0,58.0,2023.0,55.0,2023.0,46.2,2015.0,2792.0,2023.0,54.9,2023.0,33.9,2023.0,521.0,2023.0,0.400284141302109,2020.0,5.05283832550049,2020.0,1983.81261992909,2023.0,31.0,2023.0,80.8,2023.0,44.6,2022.0,18.4,2022.0,,,20.2,2005.0,,,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CPV,2023,44.1,2019.0,33.9,2019.0,40.5,2023.0,5.4,2023.0,2.4,2018.0,53.0,2023.0,0.9,2023.0,0.0,2023.0,,,,,85.6,2018.0,95.0,2023.0,86.0,2023.0,93.0,2023.0,0.0,2023.0,0.0,2023.0,,,0.0,2023.0,11.6,2023.0,8.3,2023.0,40.0,2023.0,,,,,9228.4604533114,2023.0,6.1,2023.0,32.1,2023.0,6.0,2018.0,2.2,2018.0,,,16.8,2005.0,,,,,mandatory,no_program,True,True,75.0,Africa,AFR,Cabo Verde,Sub-Saharan Africa ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SWZ,2023,42.7,2019.0,32.2,2019.0,28.2,2023.0,17.0,2023.0,1.8,2021.0,326.0,2023.0,24.3,2023.0,1.73274008,2023.0,10.2,2020.0,,,73.6,2022.0,85.0,2023.0,82.0,2023.0,85.0,2023.0,66.0,2023.0,50.0,2023.0,84.0,2014.0,3.0,2023.0,46.2,2023.0,25.5,2023.0,118.0,2023.0,0.37250080704689,2020.0,4.52542972564697,2020.0,10181.5040730397,2023.0,22.2,2023.0,59.0,2023.0,20.0,2021.0,5.0,2021.0,,,18.3,2005.0,,,,,mandatory,no_program,True,True,75.0,Africa,AFR,Eswatini,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SVK,2023,23.7,2019.0,24.4,2019.0,25.3,2023.0,,,,,4.6,2023.0,0.1,2023.0,,,7.8,2020.0,6.15053,2020.0,96.4,2023.0,94.0,2023.0,95.0,2023.0,96.0,2023.0,96.0,2023.0,0.0,2023.0,,,6.0,2023.0,6.2,2023.0,3.2,2023.0,4.0,2023.0,0.664987325668335,2020.0,9.79978275299072,2020.0,39518.2209359245,2023.0,1.4,2023.0,7.5,2023.0,,,,,0.8656384106897799,2021.0,16.3,2005.0,18.18976717059718,2021.0,,,,,,,,Europe,EUR,Slovak Republic,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
