iso3,year,anaemia_children_pct,anaemia_children_pct_year,anaemia_pregnant_women_pct,anaemia_pregnant_women_pct_year,anaemia_women_repro_pct,anaemia_women_repro_pct_year,stunting_pct_who,stunting_pct_who_year,wasting_pct,wasting_pct_year,tb_incidence_per100k,tb_incidence_per100k_year,hiv_prevalence_pct,hiv_prevalence_pct_year,malaria_incidence_per1000,malaria_incidence_per1000_year,low_birthweight_pct,low_birthweight_pct_year,preterm_birth_rate_pct,preterm_birth_rate_pct_year,anc4_coverage_pct,anc4_coverage_pct_year,mcv1_coverage_pct,mcv1_coverage_pct_year,mcv2_coverage_pct,mcv2_coverage_pct_year,dtp3_coverage_pct,dtp3_coverage_pct_year,pcv3_coverage_pct,pcv3_coverage_pct_year,rotac_coverage_pct,rotac_coverage_pct_year,ors_coverage_pct,ors_coverage_pct_year,measles_reported_cases,measles_reported_cases_year,u5_mortality_per1000,u5_mortality_per1000_year,neonatal_mortality_per1000,neonatal_mortality_per1000_year,maternal_mortality_per100k,maternal_mortality_per100k_year,hci_score,hci_score_year,hci_learning_years,hci_learning_years_year,gdp_per_capita_ppp,gdp_per_capita_ppp_year,severe_food_insecurity_pct,severe_food_insecurity_pct_year,food_insecurity_mod_sev_pct,food_insecurity_mod_sev_pct_year,stunting_pct,stunting_pct_year,underweight_pct,underweight_pct_year,vitamin_a_deficiency_pct,vitamin_a_deficiency_pct_year,zinc_deficiency_pct,zinc_deficiency_pct_year,iron_deficiency_pct,iron_deficiency_pct_year,iodine_deficiency_pct,iodine_deficiency_pct_year,wheat_flour_legislation,maize_flour_legislation,lsff_any_mandatory,lsff_any_program,lsff_coverage_proxy_pct,who_region,who_region_code,country_name,region,income_level,folate_deficiency_pct,iron_intake_mg_per_day,iron_intake_inadequate_pct,folate_intake_ug_per_day,folate_intake_inadequate_pct,vita_intake_ug_per_day,vita_intake_inadequate_pct,mdd_w_pct,mdd_c_pct,iron_deficiency_pct_source,vitamin_a_deficiency_pct_source
ECU,2023,23.5,2019.0,22.3,2019.0,29.5,2023.0,19.4,2023.0,0.9,2023.0,59.0,2023.0,0.4,2023.0,0.059277794,2023.0,10.6,2020.0,7.16331,2020.0,83.3,2018.0,74.0,2023.0,60.0,2023.0,70.0,2023.0,71.0,2023.0,73.0,2023.0,45.8,2012.0,0.0,2023.0,13.0,2023.0,7.1,2023.0,55.0,2023.0,0.594254851341248,2020.0,8.69649028778076,2020.0,14343.0190134813,2023.0,11.9,2023.0,33.3,2023.0,17.5,2023.0,4.3,2023.0,11.30666680541123,2021.0,7.9,2005.0,21.804246408305712,2021.0,,,mandatory,no_program,True,True,75.0,Americas,AMR,Ecuador,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NIC,2023,20.9,2019.0,23.9,2019.0,,,,,2.2,2012.0,44.0,2023.0,,,1.41637186,2023.0,10.1,2020.0,5.80033,2020.0,91.9,2022.0,,,,,,,,,,,65.4,2012.0,0.0,2023.0,13.8,2023.0,7.1,2023.0,60.0,2023.0,0.508098244667053,2020.0,6.74772310256958,2020.0,7496.5292687685,2023.0,,,,,,,,,9.54048844286548,2021.0,29.2,2005.0,25.08346667097342,2021.0,,,mandatory,mandatory,True,True,75.0,Americas,AMR,Nicaragua,Latin America & Caribbean ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NIU,2023,36.3,2019.0,33.6,2019.0,24.0,2023.0,,,,,0.0,2023.0,,,,,,,,,,,99.0,2023.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,,,0.0,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Pacific,WPR,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
MYT,2023,,,,,,,,,,,,,,,0.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NCL,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Caledonia,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
VGB,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2023.0,12.7,2023.0,6.6,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Virgin Islands,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
EMU,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67010561984067,2023.0,2.25819800561575,2023.0,5.0,2023.0,,,,,56110.2561221396,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
EGY,2023,32.2,2019.0,26.0,2019.0,32.5,2023.0,13.1,2023.0,3.3,2021.0,10.0,2023.0,0.1,2023.0,0.0,2023.0,,,,,89.9,2021.0,96.0,2023.0,95.0,2023.0,96.0,2023.0,0.0,2023.0,0.0,2023.0,28.4,2014.0,267.0,2023.0,22.9,2023.0,14.2,2023.0,17.0,2023.0,0.494374662637711,2020.0,6.52936267852783,2020.0,16691.387399222,2023.0,12.0,2023.0,30.8,2023.0,12.8,2021.0,3.7,2021.0,3.16026681818296,2021.0,12.1,2005.0,24.50762900459924,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NAM,2023,46.1,2019.0,29.0,2019.0,24.9,2023.0,14.6,2023.0,7.1,2013.0,432.0,2023.0,9.4,2023.0,8.238249355,2023.0,15.6,2020.0,,,62.5,2013.0,86.0,2023.0,62.0,2023.0,83.0,2023.0,83.0,2023.0,87.0,2023.0,71.6,2013.0,42.0,2023.0,41.1,2023.0,22.1,2023.0,139.0,2023.0,0.446437537670136,2020.0,6.10606479644775,2020.0,10137.6726120025,2023.0,30.0,2023.0,55.9,2023.0,,,,,11.43795607639811,2021.0,21.4,2005.0,19.10233870864064,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Namibia,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NER,2023,72.0,2019.0,54.9,2019.0,55.9,2023.0,50.0,2023.0,10.9,2022.0,83.0,2023.0,0.2,2023.0,305.1436384,2023.0,,,,,37.3,2021.0,80.0,2023.0,68.0,2023.0,85.0,2023.0,85.0,2023.0,88.0,2023.0,40.8,2015.0,1708.0,2023.0,113.5,2023.0,33.2,2023.0,350.0,2023.0,0.31568518280983,2020.0,2.682461977005,2020.0,1689.56425367067,2023.0,7.6,2023.0,50.9,2023.0,47.7,2022.0,34.6,2022.0,3.73884895619935,2021.0,16.9,2005.0,26.01101204326493,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Niger,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
IRL,2023,14.1,2019.0,17.0,2019.0,14.0,2023.0,1.9,2023.0,0.4,2011.0,4.8,2023.0,0.2,2023.0,,,5.6,2020.0,7.01447,2020.0,,,89.0,2023.0,89.0,2023.0,93.0,2023.0,83.0,2023.0,87.0,2023.0,,,4.0,2023.0,3.8,2023.0,2.5,2023.0,4.0,2023.0,0.792599022388458,2020.0,11.5947971343994,2020.0,117862.128878959,2023.0,2.1,2023.0,4.8,2023.0,,,,,0.81983882698773,2021.0,4.0,2005.0,18.79810752017998,2021.0,,,,,,,,Europe,EUR,Ireland,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BTN,2023,44.7,2019.0,38.2,2019.0,33.8,2023.0,18.0,2023.0,5.1,2023.0,179.0,2023.0,0.2,2023.0,0.0,2023.0,11.4,2020.0,,,87.2,2023.0,99.0,2023.0,97.0,2023.0,99.0,2023.0,99.0,2023.0,0.0,2023.0,60.9,2010.0,10.0,2023.0,18.0,2023.0,7.7,2023.0,47.0,2023.0,0.475297033786774,2020.0,6.32679033279419,2020.0,14610.2959119536,2023.0,,,,,17.9,2023.0,8.7,2023.0,56.43049869230127,2021.0,31.7,2005.0,31.64122448923155,2021.0,,,,,,,,South-East Asia,SEAR,Bhutan,South Asia,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
JPN,2023,16.7,2019.0,23.4,2019.0,18.6,2023.0,4.5,2023.0,2.4,2010.0,9.8,2023.0,,,,,11.3,2020.0,5.5673,2020.0,,,94.0,2023.0,94.0,2023.0,98.0,2023.0,97.0,2023.0,95.0,2023.0,,,6.0,2021.0,2.4,2023.0,0.8,2023.0,3.0,2023.0,0.804714262485504,2020.0,11.7351493835449,2020.0,45858.6595131439,2023.0,1.1,2023.0,5.8,2023.0,,,,,0.69584194427392,2021.0,16.4,2005.0,8.56363895127322,2021.0,,,,,,,,Western Pacific,WPR,Japan,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
URY,2023,25.1,2019.0,25.5,2019.0,24.5,2023.0,6.5,2023.0,1.4,2018.0,45.0,2023.0,,,,,7.8,2020.0,9.29974,2020.0,97.6,2023.0,96.0,2023.0,90.0,2023.0,95.0,2023.0,94.0,2023.0,0.0,2023.0,,,0.0,2023.0,7.4,2023.0,4.1,2023.0,15.0,2023.0,0.59876024723053,2020.0,8.55120277404785,2020.0,31059.2537072459,2023.0,2.7,2023.0,16.2,2023.0,6.9,2018.0,1.8,2018.0,31.960459076134512,2021.0,5.8,2005.0,41.47782402885597,2021.0,,,mandatory,no_program,True,True,75.0,Americas,AMR,Uruguay,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GIN,2023,73.8,2019.0,53.0,2019.0,45.7,2023.0,24.6,2023.0,6.4,2022.0,178.0,2023.0,1.4,2023.0,285.502144,2023.0,,,,,58.3,2021.0,52.0,2023.0,26.0,2023.0,60.0,2023.0,0.0,2023.0,0.0,2023.0,34.3,2016.0,94.0,2023.0,95.0,2023.0,30.3,2023.0,494.0,2023.0,0.37094247341156,2020.0,4.5682201385498,2020.0,3904.82395527998,2023.0,,,,,26.1,2022.0,15.0,2022.0,0.05135477876132,2021.0,19.6,2005.0,13.355200908366522,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Guinea,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
IRN,2023,26.5,2019.0,23.8,2019.0,27.9,2023.0,4.7,2023.0,4.3,2017.0,11.0,2023.0,,,2.732636194,2023.0,,,7.46523,2020.0,94.3,2005.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,0.0,2023.0,0.0,2023.0,61.38,2010.0,648.0,2023.0,11.7,2023.0,7.5,2023.0,16.0,2023.0,0.593404471874237,2020.0,8.19246196746826,2020.0,17044.8173461033,2023.0,5.9,2023.0,38.8,2023.0,4.8,2017.0,4.3,2017.0,0.12171493028609,2021.0,23.2,2005.0,11.946819717774307,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CHL,2023,20.1,2019.0,19.4,2019.0,21.4,2023.0,1.9,2023.0,0.3,2014.0,20.0,2023.0,0.6,2023.0,,,6.8,2020.0,8.80733,2020.0,,,94.0,2023.0,70.0,2023.0,96.0,2023.0,93.0,2023.0,0.0,2023.0,,,1.0,2023.0,6.9,2023.0,4.6,2023.0,10.0,2023.0,0.651604175567627,2020.0,9.40742969512939,2020.0,29563.6780243659,2023.0,3.6,2023.0,19.2,2023.0,,,,,8.454210835649501,2021.0,5.7,2005.0,23.5237438352109,2021.0,,,mandatory,no_program,True,True,75.0,Americas,AMR,Chile,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
IDN,2023,38.4,2019.0,44.2,2019.0,26.7,2023.0,21.6,2023.0,8.4,2023.0,388.0,2023.0,0.4,2023.0,1.814463104,2023.0,9.9,2020.0,,,68.1,2023.0,82.0,2023.0,69.0,2023.0,83.0,2023.0,31.0,2023.0,11.0,2023.0,38.8,2012.0,18063.0,2023.0,18.4,2023.0,9.5,2023.0,140.0,2023.0,0.540038466453552,2020.0,7.82776832580566,2020.0,13889.9749067297,2023.0,0.0,2023.0,4.5,2023.0,22.0,2023.0,15.9,2023.0,0.0757108862284,2021.0,31.2,2005.0,18.261071153171372,2021.0,,,mandatory,no_program,True,True,75.0,Western Pacific,WPR,Indonesia,East Asia & Pacific,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
IND,2023,53.4,2019.0,50.1,2019.0,46.6,2023.0,31.7,2023.0,18.7,2020.0,192.0,2023.0,0.2,2024.0,1.344700945,2023.0,27.4,2020.0,13.03762,2020.0,58.5,2021.0,93.0,2023.0,90.0,2023.0,91.0,2023.0,83.0,2023.0,90.0,2023.0,50.6,2016.0,65150.0,2023.0,28.0,2023.0,17.5,2023.0,80.0,2023.0,0.493510901927948,2020.0,7.10217046737671,2020.0,9301.75603225735,2023.0,,,,,35.5,2020.0,31.5,2020.0,17.6,2021.0,31.2,2005.0,54.0,2021.0,,,voluntary,voluntary,False,True,20.0,South-East Asia,SEAR,India,South Asia,Lower middle income,41.0,11.17,86.0,157.5,99.2,215.56,33.4,,,India NSSO 2022-23,India CNNS 2016-18
JOR,2023,32.7,2019.0,33.7,2019.0,33.0,2023.0,7.8,2023.0,2.3,2023.0,3.3,2023.0,0.1,2023.0,,,18.9,2020.0,8.67607,2020.0,93.1,2023.0,95.0,2023.0,89.0,2023.0,96.0,2023.0,0.0,2023.0,96.0,2023.0,20.4,2012.0,457.0,2022.0,13.3,2023.0,7.6,2023.0,31.0,2023.0,0.553174376487732,2020.0,7.6661262512207,2020.0,9381.35436036929,2023.0,,,,,8.2,2023.0,2.5,2023.0,0.06968659063124,2021.0,16.3,2005.0,11.50830343562111,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
JAM,2023,23.6,2019.0,22.8,2019.0,21.5,2023.0,7.4,2023.0,3.2,2018.0,4.3,2023.0,1.2,2023.0,,,13.7,2020.0,,,83.6,2021.0,93.0,2023.0,89.0,2023.0,99.0,2023.0,0.0,2023.0,0.0,2023.0,64.1,2011.0,0.0,2023.0,18.1,2023.0,13.9,2023.0,130.0,2023.0,0.534977912902832,2020.0,7.05798578262329,2020.0,11398.8120394641,2023.0,27.8,2023.0,56.4,2023.0,4.6,2018.0,2.5,2018.0,0.8868736882354299,2021.0,11.4,2005.0,12.02339772382376,2021.0,,,mandatory,no_program,True,True,75.0,Americas,AMR,Jamaica,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GHA,2023,59.5,2019.0,47.2,2019.0,45.3,2023.0,15.6,2023.0,5.8,2022.0,129.0,2023.0,1.5,2023.0,194.918396,2023.0,14.4,2020.0,7.99976,2020.0,87.8,2022.0,90.0,2023.0,79.0,2023.0,95.0,2023.0,96.0,2023.0,64.0,2023.0,48.6,2014.0,2282.0,2023.0,37.2,2023.0,18.7,2023.0,234.0,2023.0,0.450056403875351,2020.0,5.95872831344604,2020.0,6808.53775165029,2023.0,9.4,2023.0,44.5,2023.0,17.4,2022.0,12.0,2022.0,0.34942091105515,2021.0,21.6,2005.0,21.99458253799271,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Ghana,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BRN,2023,20.0,2019.0,22.7,2019.0,18.2,2023.0,8.9,2023.0,2.9,2009.0,72.0,2023.0,,,,,13.6,2020.0,5.87615,2020.0,100.0,2016.0,97.0,2023.0,99.0,2023.0,99.0,2023.0,0.0,2023.0,0.0,2023.0,,,1.0,2023.0,10.1,2023.0,5.7,2023.0,36.0,2023.0,0.626391351222992,2020.0,9.21892356872559,2020.0,76616.7014884981,2023.0,,,,,,,,,12.528734131784592,2021.0,10.6,2005.0,26.02851332397636,2021.0,,,,,,,,Western Pacific,WPR,Brunei Darussalam,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
UKR,2023,25.6,2019.0,23.2,2019.0,19.4,2023.0,11.9,2023.0,8.2,2000.0,89.0,2023.0,,,,,5.7,2020.0,,,87.2,2012.0,92.0,2023.0,87.0,2023.0,83.0,2023.0,0.0,2023.0,0.0,2023.0,59.2,2012.0,66.0,2023.0,8.0,2023.0,4.7,2023.0,15.0,2023.0,0.631387114524841,2020.0,9.87451553344727,2020.0,15916.9580078125,2023.0,5.3,2023.0,32.5,2023.0,,,,,1.4261003850237,2021.0,11.4,2005.0,36.80052584009749,2021.0,,,mandatory,no_program,True,True,75.0,Europe,EUR,Ukraine,Europe & Central Asia,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ISR,2023,14.3,2019.0,18.3,2019.0,14.6,2023.0,,,,,2.8,2023.0,,,,,9.0,2020.0,,,,,98.0,2023.0,92.0,2023.0,98.0,2023.0,94.0,2023.0,80.0,2023.0,,,0.0,2022.0,3.4,2023.0,1.7,2023.0,2.0,2023.0,0.733995318412781,2020.0,10.5865087509155,2020.0,47527.151024672,2023.0,0.9,2023.0,9.2,2023.0,,,,,0.08537587541419,2021.0,5.5,2005.0,10.195375484980133,2021.0,,,,,,,,Europe,EUR,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
IRQ,2023,29.4,2019.0,30.9,2019.0,26.7,2023.0,9.7,2023.0,3.0,2018.0,23.0,2023.0,0.1,2023.0,0.0,2023.0,10.9,2020.0,,,23.0,2022.0,97.0,2023.0,83.0,2023.0,91.0,2023.0,14.0,2023.0,46.0,2023.0,22.8,2011.0,12331.0,2023.0,22.5,2023.0,12.9,2023.0,66.0,2023.0,0.407643288373947,2020.0,4.03086042404175,2020.0,13202.3228073875,2023.0,,,,,12.6,2018.0,3.9,2018.0,0.16844913177414,2021.0,13.1,2005.0,11.32566241036813,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ISL,2023,11.0,2019.0,15.3,2019.0,15.1,2023.0,,,,,3.6,2023.0,0.1,2023.0,,,4.0,2020.0,6.23742,2020.0,98.7,2018.0,91.0,2023.0,89.0,2023.0,92.0,2023.0,92.0,2023.0,0.0,2023.0,,,0.0,2023.0,2.9,2023.0,1.4,2023.0,3.0,2023.0,0.745281875133514,2020.0,10.7183113098144,2020.0,68118.3960312086,2023.0,2.1,2023.0,7.8,2023.0,,,,,0.2172812699215,2021.0,3.1,2005.0,9.99938686903243,2021.0,,,,,,,,Europe,EUR,Iceland,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ITA,2023,14.9,2019.0,19.2,2019.0,16.4,2023.0,,,,,5.4,2023.0,0.3,2023.0,,,7.2,2020.0,7.50351,2020.0,91.9,2022.0,95.0,2023.0,85.0,2023.0,95.0,2023.0,92.0,2023.0,71.0,2023.0,,,44.0,2023.0,2.8,2023.0,1.8,2023.0,6.0,2023.0,0.727819681167603,2020.0,10.4518785476685,2020.0,52870.3261442897,2023.0,0.0,2023.0,1.7,2023.0,,,,,0.03660571038633,2021.0,5.8,2005.0,14.4738991547301,2021.0,,,no_program,no_program,False,False,0.0,Europe,EUR,Italy,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GTM,2023,9.8,2019.0,12.7,2019.0,10.5,2023.0,46.8,2023.0,0.8,2021.0,29.0,2023.0,0.2,2023.0,0.222615222,2023.0,14.5,2020.0,10.47957,2020.0,86.2,2015.0,89.0,2023.0,78.0,2023.0,88.0,2023.0,87.0,2023.0,91.0,2023.0,48.8,2015.0,0.0,2023.0,21.2,2023.0,9.8,2023.0,94.0,2023.0,0.461270093917847,2020.0,6.29768991470337,2020.0,12384.948508094,2023.0,21.3,2023.0,48.8,2023.0,46.0,2021.0,14.4,2021.0,,,29.8,2005.0,,,,,mandatory,mandatory,True,True,75.0,Americas,AMR,Guatemala,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
USA,2023,6.1,2019.0,11.5,2019.0,15.0,2023.0,3.5,2023.0,0.1,2022.0,3.1,2023.0,,,,,8.3,2020.0,9.97755,2020.0,95.2,2022.0,92.0,2023.0,95.0,2023.0,94.0,2023.0,84.0,2023.0,77.0,2023.0,,,121.0,2023.0,6.5,2023.0,3.6,2023.0,17.0,2023.0,0.701764345169067,2020.0,10.556770324707,2020.0,74158.7164155605,2023.0,1.0,2023.0,10.3,2023.0,3.8,2022.0,0.4,2018.0,1.6283085071170802,2021.0,5.0,2005.0,24.57840053394709,2021.0,,,,,,,,Americas,AMR,United States,North America,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CAN,2023,13.2,2019.0,16.0,2019.0,14.0,2023.0,,,,,6.2,2023.0,0.1,2022.0,,,6.6,2020.0,7.93087,2020.0,98.9,2007.0,92.0,2023.0,79.0,2023.0,92.0,2023.0,85.0,2023.0,87.0,2023.0,,,12.0,2023.0,5.4,2023.0,3.4,2023.0,12.0,2023.0,0.797520101070404,2020.0,11.724045753479,2020.0,57517.4431587432,2023.0,1.9,2023.0,10.2,2023.0,,,,,4.301780120244611,2021.0,8.0,2005.0,25.106279468441212,2021.0,,,,,,,,Americas,AMR,Canada,North America,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GUF,2023,,,,,,,,,,,,,,,1.125898038,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GUM,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guam,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GNB,2023,68.0,2019.0,52.3,2019.0,51.1,2023.0,25.7,2023.0,7.8,2019.0,178.0,2023.0,2.3,2023.0,97.81367448,2023.0,19.5,2020.0,,,80.7,2019.0,72.0,2023.0,36.0,2023.0,74.0,2023.0,74.0,2023.0,76.0,2023.0,35.1,2014.0,5.0,2023.0,69.7,2023.0,32.7,2023.0,505.0,2023.0,,,,,2693.77665018683,2023.0,9.0,2022.0,62.5,2022.0,28.1,2019.0,18.8,2019.0,0.12784087021066,2021.0,27.1,2005.0,15.886084024399713,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Guinea-Bissau,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
XKX,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2023.0,9.1,2023.0,6.8,2023.0,,,,,,,14240.2030320365,2023.0,,,,,,,,,,,,,,,,,,,,,,,,Kosovo,Europe & Central Asia,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CAF,2023,73.6,2019.0,51.5,2019.0,48.4,2023.0,38.7,2023.0,5.2,2022.0,428.0,2023.0,2.5,2023.0,345.9834408,2023.0,16.4,2020.0,,,41.4,2019.0,39.0,2023.0,0.0,2023.0,40.0,2023.0,39.0,2023.0,0.0,2023.0,15.6,2010.0,3841.0,2023.0,92.6,2023.0,30.4,2023.0,692.0,2023.0,0.291631907224655,2020.0,2.69615483283997,2020.0,1132.67643369804,2023.0,56.3,2022.0,88.1,2022.0,37.9,2022.0,18.4,2022.0,3.72763608570053,2021.0,16.1,2005.0,31.66504245354367,2021.0,,,no_program,no_program,False,False,0.0,Africa,AFR,Central African Republic,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GRL,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71037.5372239623,2023.0,,,,,,,,,,,,,,,,,,,,,,,,Greenland,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
WSM,2023,35.5,2019.0,39.4,2019.0,21.7,2023.0,8.2,2023.0,3.1,2019.0,6.0,2023.0,,,,,,,,,69.8,2020.0,87.0,2023.0,75.0,2023.0,83.0,2023.0,93.0,2023.0,85.0,2023.0,63.0,2014.0,0.0,2023.0,15.3,2023.0,6.0,2023.0,101.0,2023.0,0.548421680927277,2020.0,7.24516868591309,2020.0,7383.74570300182,2023.0,4.5,2023.0,18.6,2023.0,7.3,2019.0,3.4,2019.0,8.5130746114429,2021.0,6.2,2005.0,25.657229617562127,2021.0,,,,,,,,Western Pacific,WPR,Samoa,East Asia & Pacific,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GRC,2023,16.7,2019.0,20.3,2019.0,15.6,2023.0,1.7,2023.0,1.5,2003.0,5.6,2023.0,0.3,2023.0,,,11.4,2020.0,11.55688,2020.0,,,91.0,2023.0,71.0,2023.0,95.0,2023.0,90.0,2023.0,20.0,2023.0,,,0.0,2023.0,3.9,2023.0,2.2,2023.0,5.0,2023.0,0.690006494522095,2020.0,9.9642505645752,2020.0,36700.5134631055,2023.0,1.5,2023.0,6.6,2023.0,,,,,0.14492830409031,2021.0,7.2,2005.0,10.29701612008745,2021.0,,,,,,,,Europe,EUR,Greece,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GRD,2023,23.6,2019.0,22.5,2019.0,20.7,2023.0,,,,,4.3,2023.0,,,,,,,,,54.9,2023.0,82.0,2023.0,84.0,2023.0,86.0,2023.0,0.0,2023.0,0.0,2023.0,,,0.0,2023.0,18.3,2023.0,12.5,2023.0,48.0,2023.0,0.565070509910584,2020.0,8.27358818054199,2020.0,17093.1562867447,2023.0,4.7,2023.0,17.3,2023.0,,,,,0.24116548945712,2021.0,10.7,2005.0,13.11104992629807,2021.0,,,,,,,,Americas,AMR,Grenada,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CHE,2023,14.0,2019.0,14.9,2019.0,16.6,2023.0,,,,,5.4,2023.0,0.2,2023.0,,,6.4,2020.0,6.95843,2020.0,,,95.0,2023.0,91.0,2023.0,95.0,2023.0,89.0,2023.0,0.0,2023.0,,,52.0,2023.0,3.9,2023.0,2.8,2023.0,5.0,2023.0,0.756115138530731,2020.0,10.9337730407715,2020.0,82295.2993346568,2023.0,1.1,2023.0,2.0,2023.0,,,,,12.48264123988123,2021.0,4.9,2005.0,33.01348914899831,2021.0,,,,,,,,Europe,EUR,Switzerland,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
HUN,2023,18.1,2019.0,22.5,2019.0,24.1,2023.0,,,,,6.5,2023.0,,,,,8.3,2020.0,8.33078,2020.0,,,99.0,2023.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,0.0,2023.0,,,1.0,2023.0,3.8,2023.0,2.1,2023.0,12.0,2023.0,0.683087289333344,2020.0,10.2715682983398,2020.0,40333.2546888118,2023.0,4.5,2023.0,15.6,2023.0,,,,,0.09030216031014,2021.0,8.4,2005.0,13.92268885620371,2021.0,,,,,,,,Europe,EUR,Hungary,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
